episode,reward
977,-2.2878058138015094
978,-15.695966921818819
979,-9.412567572659919
980,-24.04914280390271
981,-14.89049777369709
982,-15.719268001106679
983,-15.383070721185991
984,-15.678355699071654
985,-15.14474759841371
986,-15.385855429018788
987,-15.30312245059488
988,-9.008547170405029
989,-2.186764511863233
990,-24.016368190476076
991,-11.239947070366055
992,-16.13174453048028
993,-2.184245901268232
994,-9.064267017026904
995,-15.448567794990979
996,-15.311232942906418
997,-16.785568192604046
998,-11.174575799085973
999,-22.768398627811848
1000,-15.772326408898513
1001,-26.86139541293731
1002,-25.544537494391427
1003,-16.354350803056917
1004,-19.634861806197875
1005,-2.0166958176876935
1006,-24.561195633135064
1007,-19.63997450822394
1008,-16.238041997705146
1009,-15.581633696809636
1010,-16.171516599829665
1011,-11.27015615349661
1012,-19.634861806197875
1013,-2.111903367487601
1014,-9.470978797328454
1015,-18.934323210550158
1016,-19.8782719055027
1017,-9.741372338095715
1018,-9.450236955565517
1019,-2.1439315299398416
1020,-2.233920607829812
1021,-2.067476445524476
1022,-2.233564198497492
1023,-19.7024519004627
1024,-26.62810132817788
1025,-23.053434021358434
1026,-2.2787371485049888
1027,-2.1419729913597396
1028,-9.317606441755881
1029,-16.478203318802333
1030,-10.441696399842382
1031,-9.480205230339624
1032,-2.130913312320613
1033,-16.552880694571616
1034,-11.516003111143876
1035,-2.139378075416753
1036,-16.27111710472673
1037,-20.036728954423943
1038,-2.3115670384072105
1039,-11.52617479755682
1040,-19.858690268032248
1041,-15.461857241182226
1042,-22.794409977381285
1043,-9.536597861483383
1044,-9.568199245236606
1045,-16.322949699756606
1046,-2.3179206464398794
1047,-2.255635529065229
1048,-15.71324451240995
1049,-16.711054258056837
1050,-2.330704029573405
1051,-15.713006287806419
1052,-9.474687852229605
1053,-15.926517467906393
1054,-19.60482584907304
1055,-2.316161721907448
1056,-19.663827767685643
1057,-9.148808799250222
1058,-19.89268036197276
1059,-9.715022157358518
1060,-9.694075825339239
1061,-19.677971294761736
1062,-16.51939890937369
1063,-2.316215651055131
1064,-15.059680334574928
1065,-22.884199098647493
1066,-9.243756228774556
1067,-27.49653390784752
1068,-15.147128716084717
1069,-9.200314237114798
